"clave","entidad_federativa","clave_delito","delito","2022","2021","2020","2019"
17,"Morelos",70500,"Delitos de delincuencia organizada",NA,0,0,0
17,"Morelos",70601,"Delitos en materia de armas, explosivos y otros materiales destructivos - Portación ilícita de armas",NA,0,0,0
17,"Morelos",70602,"Delitos en materia de armas, explosivos y otros materiales destructivos - Posesión ilícita de armas, cartuchos y cargadores",NA,0,0,0
17,"Morelos",70603,"Delitos en materia de armas, explosivos y otros materiales destructivos - Acopio ilícito de armas",NA,0,0,0
17,"Morelos",70604,"Delitos en materia de armas, explosivos y otros materiales destructivos - Tráfico ilícito de armas, explosivos y otros materiales destructivos",NA,0,0,0
17,"Morelos",70605,"Delitos en materia de armas, explosivos y otros materiales destructivos - Otros delitos en materia de armas, explosivos y otros materiales destructivos",NA,0,0,0
17,"Morelos",70606,"Delitos en materia de armas, explosivos y otros materiales destructivos - No identificado",NA,0,0,NA
17,"Morelos",70700,"Asociación delictuosa",8,5,18,13
17,"Morelos",70800,"Terrorismo",1,2,1,1
17,"Morelos",70900,"Otros delitos contra la seguridad pública y la seguridad del Estado",101,83,111,73
17,"Morelos",80101,"Delitos por hechos de corrupción - Ejercicio indebido del servicio público",9,7,6,18
17,"Morelos",80102,"Delitos por hechos de corrupción - Abuso de autoridad",83,161,161,328
17,"Morelos",80103,"Delitos por hechos de corrupción - Cohecho",3,8,5,3
17,"Morelos",80104,"Delitos por hechos de corrupción - Peculado",3,2,4,4
17,"Morelos",80105,"Delitos por hechos de corrupción - Enriquecimiento ilícito",0,1,1,0
17,"Morelos",80106,"Delitos por hechos de corrupción - Ejercicio abusivo de funciones",3,2,3,1
17,"Morelos",80107,"Delitos por hechos de corrupción - Tráfico de influencias",1,1,2,1
17,"Morelos",80108,"Delitos por hechos de corrupción - Otros delitos por hechos de corrupción",12,28,26,12
17,"Morelos",80109,"Delitos por hechos de corrupción - No identificado",0,0,0,NA
17,"Morelos",80201,"Delitos contra la administración de justicia - En materia de amparo",NA,0,0,0
17,"Morelos",80202,"Delitos contra la administración de justicia - Otros delitos contra la administración de justicia",189,186,142,189
17,"Morelos",80203,"Delitos contra la administración de justicia - No identificado",0,0,0,NA
17,"Morelos",80300,"Delitos en materia fiscal",0,0,0,0
17,"Morelos",80400,"Delitos electorales",8,141,4,5
17,"Morelos",80500,"Otros delitos contra la administración del Estado",177,224,410,386
17,"Morelos",90100,"Amenazas",5162,4640,4421,4338
17,"Morelos",90200,"Allanamiento de morada",360,377,314,375
17,"Morelos",90300,"Falsedad",105,125,76,84
17,"Morelos",90400,"Falsificación",183,170,218,256
17,"Morelos",90501,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Tráfico de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",9,0,0,0
17,"Morelos",90502,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Comercialización de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
17,"Morelos",90503,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Caza, pesca o tala ilegal de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
17,"Morelos",90504,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Transporte o manejo de residuos peligrosos",0,0,0,0
17,"Morelos",90505,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Daños a los ecosistemas o sus elementos",2,0,0,0
17,"Morelos",90506,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Otros delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental",2,8,12,9
17,"Morelos",90507,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - No identificado",0,0,0,NA
17,"Morelos",90600,"Delitos en materia de vías de comunicación y correspondencia",33,32,13,5
17,"Morelos",90701,"Delitos en materia de migración - Tráfico de indocumentados",NA,0,0,0
17,"Morelos",90702,"Delitos en materia de migración - Otros delitos en materia de migración",NA,0,0,0
17,"Morelos",90703,"Delitos en materia de migración - No identificado",NA,0,0,NA
17,"Morelos",90800,"Delitos en materia de derechos de autor",0,0,0,0
17,"Morelos",90900,"Delitos en materia de instituciones de crédito, inversión, fianzas y seguros",0,0,0,0
17,"Morelos",91000,"Delitos en materia de propiedad industrial",0,0,0,0
17,"Morelos",91100,"Delitos contra la salud no relacionados con narcóticos",0,0,0,0
17,"Morelos",91200,"Encubrimiento",12,9,5,2
17,"Morelos",91300,"Operaciones con recursos de procedencia ilícita",1,2,2,1
17,"Morelos",91400,"Tortura",22,15,8,17
17,"Morelos",91500,"Suplantación y usurpación de identidad",285,353,229,66
17,"Morelos",91601,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Acceso ilícito a sistemas o equipos informáticos",0,0,0,0
17,"Morelos",91602,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Daños a datos informáticos",0,0,0,0
17,"Morelos",91603,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Interferir en el buen funcionamiento de sistemas o equipos informáticos",0,0,0,0
17,"Morelos",91604,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Otros delitos contra la seguridad de los datos y/o sistemas o equipos informáticos",0,0,7,10
17,"Morelos",91605,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - No identificado",0,0,0,NA
17,"Morelos",91700,"Tratos o penas crueles, inhumanos o degradantes",0,0,0,0
17,"Morelos",91800,"Otros delitos",333,254,128,422
17,"Morelos",100100,"No identificado",0,0,100,NA
18,"Nayarit",0,"Total",9329,5181,4271,4705
18,"Nayarit",10100,"Homicidio",363,379,313,272
18,"Nayarit",10200,"Feminicidio",4,7,12,5
18,"Nayarit",10300,"Aborto",3,3,1,0
18,"Nayarit",10400,"Lesiones",663,266,221,265
18,"Nayarit",10500,"Otros delitos que atentan contra la vida y la integridad corporal",261,3,6,5
18,"Nayarit",20100,"Privación de la libertad",53,51,87,97
18,"Nayarit",20200,"Tráfico de menores",0,0,0,0
18,"Nayarit",20300,"Retención o sustracción de menores e incapaces",0,0,0,0
18,"Nayarit",20400,"Rapto",0,0,0,0
18,"Nayarit",20500,"Desaparición forzada de personas",2,2,1,4
18,"Nayarit",20601,"Secuestro - Secuestro extorsivo",3,7,3,4
18,"Nayarit",20602,"Secuestro - Secuestro en calidad de rehén",0,0,0,0
18,"Nayarit",20603,"Secuestro - Secuestro para causar daño",0,0,0,0
18,"Nayarit",20604,"Secuestro - Secuestro exprés",0,0,0,0
18,"Nayarit",20605,"Secuestro - Otro tipo de secuestro",0,0,0,0
18,"Nayarit",20606,"Secuestro - No identificado",0,0,0,NA
18,"Nayarit",20700,"Otros delitos que atentan contra la libertad personal",753,605,476,0
18,"Nayarit",30100,"Abuso sexual",0,0,0,0
18,"Nayarit",30200,"Acoso sexual",44,13,10,10
18,"Nayarit",30300,"Hostigamiento sexual",0,0,0,0
18,"Nayarit",30401,"Violación - Violación simple",269,180,130,115
18,"Nayarit",30402,"Violación - Violación equiparada por introducir cualquier elemento, instrumento o cualquier parte del cuerpo humano, distinto al pene",7,3,7,2
18,"Nayarit",30403,"Violación - Violación equiparada en contra de menores e incapaces",25,18,14,14
18,"Nayarit",30404,"Violación - Otro tipo de violación",5,4,5,3
18,"Nayarit",30405,"Violación - No identificado",0,0,0,NA
18,"Nayarit",30500,"Estupro",16,14,16,16
18,"Nayarit",30600,"Incesto",0,0,0,0
18,"Nayarit",30700,"Otros delitos que atentan contra la libertad y la seguridad sexual",214,98,110,78
18,"Nayarit",40101,"Robo - Robo simple",310,157,124,94
18,"Nayarit",40102,"Robo - Robo a casa habitación",321,141,118,113
18,"Nayarit",40103,"Robo - Robo de vehículo",465,401,315,412
18,"Nayarit",40104,"Robo - Robo de autopartes",28,23,25,17
18,"Nayarit",40105,"Robo - Robo a transeúnte en vía pública",0,0,0,0
18,"Nayarit",40106,"Robo - Robo a transeúnte en espacio abierto al público",2,3,2,3
18,"Nayarit",40107,"Robo - Robo a persona en un lugar privado",0,0,0,0
18,"Nayarit",40108,"Robo - Robo a transportista",0,0,0,0
18,"Nayarit",40109,"Robo - Robo en transporte público individual",0,1,2,0
18,"Nayarit",40110,"Robo - Robo en transporte público colectivo",0,0,1,0
18,"Nayarit",40111,"Robo - Robo en transporte individual",0,0,0,0
18,"Nayarit",40112,"Robo - Robo a institución bancaria",2,0,0,0
18,"Nayarit",40113,"Robo - Robo a negocio",228,116,146,82
18,"Nayarit",40114,"Robo - Robo de ganado",10,1,5,3
18,"Nayarit",40115,"Robo - Robo de maquinaria",2,1,1,0
18,"Nayarit",40116,"Robo - Robo de energía eléctrica",0,0,0,0
18,"Nayarit",40117,"Robo - Otros robos",3,5,6,11
18,"Nayarit",40118,"Robo - No identificado",0,0,0,NA
18,"Nayarit",40201,"Delitos en materia de hidrocarburos y sus derivados - Sustracción de hidrocarburos y sus derivados",0,0,NA,0
18,"Nayarit",40202,"Delitos en materia de hidrocarburos y sus derivados - Aprovechamiento de hidrocarburos y sus derivados",0,0,NA,0
18,"Nayarit",40203,"Delitos en materia de hidrocarburos y sus derivados - Posesión ilícita de hidrocarburos y sus derivados",0,0,NA,0
18,"Nayarit",40204,"Delitos en materia de hidrocarburos y sus derivados - Otros delitos en materia de hidrocarburos y sus derivados",0,0,NA,0
18,"Nayarit",40205,"Delitos en materia de hidrocarburos y sus derivados - No identificado",0,0,NA,NA
18,"Nayarit",40300,"Fraude",303,159,171,173
18,"Nayarit",40400,"Abuso de confianza",58,23,30,45
18,"Nayarit",40501,"Extorsión - Extorsión cometida por vía telefónica o cualquier otro medio electrónico o de comunicación",16,14,7,1
18,"Nayarit",40502,"Extorsión - Otro tipo de extorsión",2,0,1,3
18,"Nayarit",40503,"Extorsión - No identificado",0,0,0,NA
18,"Nayarit",40600,"Daño a la propiedad",418,153,106,135
18,"Nayarit",40700,"Despojo",116,58,36,47
18,"Nayarit",40800,"Otros delitos que atentan contra el patrimonio",17,6,2,1
18,"Nayarit",50100,"Violencia familiar",1923,1060,864,768
18,"Nayarit",50200,"Incumplimiento de obligaciones familiares",803,470,300,574
18,"Nayarit",50300,"Otros delitos contra la familia",30,9,11,9
18,"Nayarit",60101,"Delitos contra el libre desarrollo de la personalidad - Corrupción de menores e incapaces",28,16,14,13
18,"Nayarit",60102,"Delitos contra el libre desarrollo de la personalidad - Prostitución de menores e incapaces",0,0,0,0
18,"Nayarit",60103,"Delitos contra el libre desarrollo de la personalidad - Pornografía infantil",0,0,0,0
18,"Nayarit",60104,"Delitos contra el libre desarrollo de la personalidad - Turismo sexual",0,0,0,0
18,"Nayarit",60105,"Delitos contra el libre desarrollo de la personalidad - Pederastia",0,0,0,0
18,"Nayarit",60106,"Delitos contra el libre desarrollo de la personalidad - Otros delitos contra el libre desarrollo de la personalidad",18,7,5,5
18,"Nayarit",60107,"Delitos contra el libre desarrollo de la personalidad - No identificado",0,0,0,NA
18,"Nayarit",60201,"Trata de personas - Trata de personas con fines de explotación sexual",0,0,0,0
18,"Nayarit",60202,"Trata de personas - Trata de personas con fines de trabajo o servicios forzados",0,0,0,0
18,"Nayarit",60203,"Trata de personas - Trata de personas con fines de tráfico de órganos",0,0,0,0
18,"Nayarit",60204,"Trata de personas - Trata de personas con otros fines",2,1,5,1
18,"Nayarit",60205,"Trata de personas - No identificado",0,0,0,NA
18,"Nayarit",60300,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0
18,"Nayarit",60400,"Discriminación",0,0,0,0
18,"Nayarit",60500,"Lenocinio",0,0,0,0
18,"Nayarit",60600,"Otros delitos contra la sociedad",9,0,0,0
18,"Nayarit",70101,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión simple de narcóticos",425,171,91,215
18,"Nayarit",70102,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión con fines de comercio o suministro de narcóticos",20,10,27,122
18,"Nayarit",70103,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Comercio de narcóticos",NA,NA,0,0
18,"Nayarit",70104,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Suministro de narcóticos",NA,NA,0,0
18,"Nayarit",70105,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Otros delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo",NA,NA,11,0
18,"Nayarit",70106,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - No identificado",25,1,0,NA
18,"Nayarit",70201,"Delitos federales contra la salud relacionados con narcóticos - Producción de narcóticos",0,0,NA,0
18,"Nayarit",70202,"Delitos federales contra la salud relacionados con narcóticos - Transporte de narcóticos",0,0,NA,0
18,"Nayarit",70203,"Delitos federales contra la salud relacionados con narcóticos - Tráfico de narcóticos",0,0,NA,0
18,"Nayarit",70204,"Delitos federales contra la salud relacionados con narcóticos - Comercio de narcóticos",0,0,NA,0
18,"Nayarit",70205,"Delitos federales contra la salud relacionados con narcóticos - Suministro de narcóticos",0,0,NA,0
18,"Nayarit",70206,"Delitos federales contra la salud relacionados con narcóticos - Posesión de narcóticos",0,0,NA,0
18,"Nayarit",70207,"Delitos federales contra la salud relacionados con narcóticos - Otros delitos federales contra la salud relacionados con narcóticos",0,0,NA,0
18,"Nayarit",70208,"Delitos federales contra la salud relacionados con narcóticos - No identificado",0,0,NA,NA
18,"Nayarit",70300,"Evasión de presos",0,0,1,0
18,"Nayarit",70400,"Delitos en materia de armas y objetos prohibidos",20,32,27,25
18,"Nayarit",70500,"Delitos de delincuencia organizada",0,0,NA,0
18,"Nayarit",70601,"Delitos en materia de armas, explosivos y otros materiales destructivos - Portación ilícita de armas",0,0,NA,0
18,"Nayarit",70602,"Delitos en materia de armas, explosivos y otros materiales destructivos - Posesión ilícita de armas, cartuchos y cargadores",0,0,NA,0
18,"Nayarit",70603,"Delitos en materia de armas, explosivos y otros materiales destructivos - Acopio ilícito de armas",0,0,NA,0
18,"Nayarit",70604,"Delitos en materia de armas, explosivos y otros materiales destructivos - Tráfico ilícito de armas, explosivos y otros materiales destructivos",0,0,NA,0
18,"Nayarit",70605,"Delitos en materia de armas, explosivos y otros materiales destructivos - Otros delitos en materia de armas, explosivos y otros materiales destructivos",0,0,NA,0
18,"Nayarit",70606,"Delitos en materia de armas, explosivos y otros materiales destructivos - No identificado",0,0,NA,NA
18,"Nayarit",70700,"Asociación delictuosa",0,0,1,0
18,"Nayarit",70800,"Terrorismo",0,0,0,0
18,"Nayarit",70900,"Otros delitos contra la seguridad pública y la seguridad del Estado",90,20,14,39
18,"Nayarit",80101,"Delitos por hechos de corrupción - Ejercicio indebido del servicio público",20,2,3,6
18,"Nayarit",80102,"Delitos por hechos de corrupción - Abuso de autoridad",14,3,6,2
18,"Nayarit",80103,"Delitos por hechos de corrupción - Cohecho",14,5,4,9
18,"Nayarit",80104,"Delitos por hechos de corrupción - Peculado",0,2,1,5
18,"Nayarit",80105,"Delitos por hechos de corrupción - Enriquecimiento ilícito",1,0,0,0
18,"Nayarit",80106,"Delitos por hechos de corrupción - Ejercicio abusivo de funciones",0,0,0,0
18,"Nayarit",80107,"Delitos por hechos de corrupción - Tráfico de influencias",0,0,0,0
18,"Nayarit",80108,"Delitos por hechos de corrupción - Otros delitos por hechos de corrupción",0,0,0,0
18,"Nayarit",80109,"Delitos por hechos de corrupción - No identificado",0,0,0,NA
